reclat,reclong
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-30.12,126.87
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
46.57,-117.1
-84,168
-84,168
-84,168
-84,168
-84,168
-72.99,160.41
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-30.14,126.9
-30.12,126.89
-30.12,126.88
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.99,160.41
-72.95,160.46
-72.99,160.4
-72.99,160.4
-72.94,160.51
-72.95,160.43
-72.99,160.41
-72.95,160.44
-72.99,160.41
-72.99,160.41
-72.95,160.45
-72.99,160.41
-72.99,160.4
-72.96,160.43
-72.96,160.43
-72.95,160.45
-72.98,160.44
-72.99,160.41
-72.95,160.44
-72.96,160.48
-72.98,160.44
-72.98,160.44
-72.99,160.42
-72.95,160.44
-72.95,160.5
-72.97,160.46
-72.97,160.44
-72.95,160.53
-72.96,160.47
-72.97,160.42
-72.96,160.49
-72.98,160.44
-72.95,160.51
27.59,4.32
27.51,4.16
27.58,4.32
27.57,4.53
27.52,4.19
27.35,4.2
27.36,4.94
-72.95,160.45
-72.95,160.45
-72.95,160.51
-72.96,160.51
-72.99,160.41
-72.99,160.41
-72.98,160.44
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
45.25,125
-84,168
-84,168
-84,168
-84,168
-84,168
39.44,140.51
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-30.12,126.89
-30.12,126.9
-30.12,126.89
-72.99,160.41
-72.99,160.41
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
31.67,8.42
-84,168
-84,168
-30.11,126.62
-30.12,126.88
-30.13,126.89
-30.13,126.89
-30.13,126.89
-30.13,126.89
-84,168
-30.11,126.26
-84,168
-30.11,126.26
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-30.11,126.26
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-30.28,131.36
-84,168
-84,168
16.67,101.18
29.28,30.85
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-30.12,126.25
-30.11,126.25
-30.11,126.35
-30.1,126.35
-84,168
-84,168
-84,168
-84,168
-84,168
-30.12,126.45
-84,168
-84,168
-84,168
-84,168
-84,168
45.95,-73.92
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-72.95,160.53
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-24.45,-69.57
-35.91,141.85
-76.72,159.67
-76.72,159.67
-76.72,159.67
-34.67,-59.33
-84,168
-84,168
25.6,15.42
-84,168
-84,168
-84,168
-84,168
-84,168
-71.55,35.4
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-81.33,152.83
-81.33,152.83
-81.33,152.83
-81.33,152.83
-81.33,152.83
-81.33,152.83
-81.33,152.83
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-81.33,152.83
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-81.33,152.83
-81.33,152.83
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-84,168
-71.55,35.4
28.68,13.07
-30.08,126.89
-30.06,126.88
-30.09,126.9
-30.09,126.9
-30.1,126.89
-30.1,126.89
45.97,-72.98
-30.09,126.89
-30.09,126.89
-30.09,126.89
-30.09,126.89
-30.09,126.89
-30.09,126.89
-30.09,126.89
-30.09,126.89
29.19,12.25
34.08,-103.5
-30.09,126.89
-30.09,126.89
-71.55,35.4
33.82,-100.52
-71.55,35.4
-30.09,126.89
-30.18,126.68
-30.18,126.7
-30.32,126.6
34.38,-101.72
22.58,-101.98
-35.48,142.6
-30.08,126.89
-30.02,126.55
-30.02,126.55
24.22,76.53
-76.72,159.67
-76.72,159.67
-30.42,129.65
34.08,-103.5
34.08,-103.5
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
-71.55,35.4
34.08,-103.5
26.97,72.63
-76.72,159.67
-71.55,35.4
-35.91,141.85
-71.55,35.4
-76.72,159.67
-71.55,35.4
48.35,17.87
-71.55,35.4
-31.83,141.77
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
43.76,-84.51
-76.72,159.67
-71.55,35.4
-76.72,159.67
-71.55,35.4
28.67,13.16
28.94,13.07
28.94,13.07
28.95,13.07
28.95,13.08
28.97,13.1
28.76,12.34
25.92,25.67
28.78,12.34
28.78,12.34
28.63,12.73
28.63,12.72
28.64,12.71
25.59,25.53
28.5,25.5
28.75,12.59
-30.03,126.27
-30.03,126.27
-30.01,126.26
32.16,-111.11
28.5,-106.25
29.03,12.38
29.16,12.45
29.21,12.52
28.77,12.9
28.79,12.87
28.86,12.6
28.9,12.56
28.97,12.36
28.98,12.34
49.55,4.87
30.78,-103.47
28.99,13.06
28.87,13.3
-71.55,35.4
26.45,15.59
29.19,12.27
-71.55,35.4
35.4,-98.75
24.3,18.41
-30.5,126.22
-30.47,126.34
-30.47,126.36
-30.47,126.36
-30.48,126.35
-30.48,126.35
-30.48,126.35
-30.47,126.33
-71.55,35.4
-71.55,35.4
-71.55,35.4
-33,-56
29.27,11.67
29.07,11.88
29.25,11.25
29.36,11.25
28.62,12.95
15.37,35.68
28.49,13.31
28.53,13.15
28.8,12.96
28.84,13
28.91,13.09
28.99,13.06
52.03,20.94
27.14,16.03
27.16,16.03
27.22,16.03
-86.72,-141.5
27.27,16.04
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
27.14,16.03
-86.72,-141.5
-86.72,-141.5
27.23,16.03
27.14,16.03
27.07,16.09
27.05,16.37
27.32,16.08
27.3,16.17
27.28,16.22
27.27,16.24
27.27,16.41
27.27,16.42
27.3,16.3
27.31,16.26
27.3,16.25
27.3,16.24
27.31,16.21
27.31,16.14
27.26,16.14
27.28,16.09
27.15,16.11
27.15,16.16
27.14,16.27
27.13,16.33
27.13,16.36
27.46,16.28
27.45,16.31
27.41,16.33
27.41,16.32
27.04,16.4
27.16,15.96
27.17,15.94
27.11,16.02
27.1,16.02
27.12,16.03
27.1,16.06
27.11,16.02
27.1,16.01
27.08,16.12
27.2,16.04
27.13,16.04
27.11,16.05
27.06,16.4
27.05,16.43
27.05,16.45
-86.72,-141.5
27.15,15.95
27.42,16.17
27.42,16.19
27.16,16.04
-86.72,-141.5
28.6,13.58
-86.72,-141.5
28.58,13.33
28.58,13.31
28.58,13.3
28.59,12.95
28.6,12.92
28.62,13.13
28.64,13.27
28.69,13.42
28.59,13.46
28.56,13.01
28.92,13.05
28.83,13.14
28.67,13.34
28.51,12.9
28.5,13.37
28.49,13.34
28.48,13.32
28.48,13.2
28.47,13.18
28.68,13.43
28.47,13.12
28.68,13.42
28.61,13.16
28.67,12.93
28.82,12.61
28.78,12.91
28.62,13.36
28.6,13.27
28.58,13.39
28.47,13.32
28.49,13.22
28.5,13.11
28.66,12.87
28.66,13.38
28.6,13.46
28.61,13.17
28.6,13.44
28.62,13.45
28.63,13.4
28.64,13.38
28.66,13.33
28.66,13.3
28.62,13.17
-86.72,-141.5
28.48,12.95
28.5,13.03
28.81,13.42
27.14,16.36
28.62,13.4
28.59,13.45
28.54,13.22
28.52,12.86
28.55,13.03
28.56,13.03
28.61,13.56
28.63,13.33
28.5,13.03
28.54,13.35
28.71,13.32
28.58,13.46
28.67,13.5
-38.1,146.18
-28.87,-60.2
35.88,-114.23
-86.72,-141.5
28.65,13.47
28.48,12.86
28.66,13.47
28.72,12.86
28.46,13.2
28.46,13.19
28.47,12.89
28.47,13.02
28.49,13.1
28.53,13.3
28.53,13.31
28.53,13.39
29.01,12.66
29.04,12.63
28.51,12.97
28.52,13.37
28.52,13.06
28.48,13.02
28.41,13.25
28.51,13.01
28.56,12.9
28.63,12.87
28.66,12.75
28.69,13.22
27.11,16.44
27.09,16.3
27.11,16.35
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
31.76,-110.75
-40.8,-67.48
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
-85.67,175
-86.72,-141.5
25.82,25.91
-30.18,126.37
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
-86.72,-141.5
26.77,26.32
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
26.81,15.87
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-86.72,-141.5
27.16,15.95
27.16,15.96
27.13,16.03
27.13,16.06
27.12,16.07
27.19,16.19
35.05,-116.77
-86.72,-141.5
39.67,-118.97
-30,129.17
-30.17,129
-30.17,128.92
27.17,15.93
-86.72,-141.5
-39.85,-69.48
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-23.87,-67.18
-85.67,175
-86.72,-141.5
27.15,16.16
27.11,16.32
27.1,16.31
27.09,16.17
27.08,16.14
27.08,16.13
27.08,16.04
27.19,16.13
27.2,16.09
27.22,15.03
27.13,15.97
27.11,16
27.1,16.01
27.16,16.11
27.1,16.01
27.08,16.17
27.08,16.19
27.08,16.19
27.08,16.2
27.09,16.31
27.1,16.32
27.11,16.39
27.11,16.47
27.13,16.34
27.13,16.3
27.16,16.17
27.15,16.17
27.1,16.03
27.11,16.36
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
34.09,-103.5
-86.72,-141.5
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
-85.67,175
28.61,13.17
27.16,16.1
28.65,13.02
-86.45,-165.43
-86.45,-165.43
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.45,-165.43
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
-86.57,-165.12
2.5,34.75
-86.57,-165.12
-86.45,-165.43
-86.45,-165.43
-86.45,-165.43
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
-76.72,159.67
44.19,7.2
28.65,13.22
45.5,119.03
51.68,30.78
36.45,136.47
14.05,0.42
20.93,-101.38
40.63,-103.84
-86.45,-165.43
-86.45,-165.43
-86.45,-165.43
33.84,-103.94
32.59,-101.77
-86.72,-141.5
-72.95,160.46
-72.99,160.41
-72.95,160.51
-72.99,160.41
-73,160.42
-72.95,160.44
-72.95,160.51
-86.72,-141.5
-72.96,160.5
-72.95,160.46
-72.99,160.41
-72.95,160.52
-72.99,160.41
-72.99,160.4
-72.95,160.51
-72.95,160.51
-72.95,160.44
-72.95,160.55
-72.99,160.42
-72.99,160.42
-72.95,160.44
-72.99,160.41
-72.95,160.43
-72.97,160.43
-72.97,160.44
-73,160.44
-72.95,160.41
-72.99,160.41
-72.96,160.44
-72.95,160.5
-72.96,160.44
-72.95,160.5
-72.99,160.41
-73,160.42
-72.99,160.41
-72.95,160.51
-73,160.42
-72.99,160.42
-73,160.42
-72.95,160.44
-72.95,160.44
-72.99,160.41
-72.95,160.51
-76.18,157.17
10.27,40.57
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-25.2,18.08
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
37.25,-98.13
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
18.5,52.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-72.95,160.47
-76.18,157.17
-72.94,160.45
-72.99,160.41
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
36.06,140.15
45.35,-92.05
-76.18,157.17
-72.95,160.44
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-72.95,160.44
25.05,-106
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
26.03,73.94
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
43.18,13.75
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
39.8,122.76
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
-76.18,157.17
27.63,16.03
26.59,25.62
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,155.75
-79.68,159.75
27.7,15.73
27.1,16.03
27.1,16.02
-79.68,159.75
27.11,16.01
-79.68,159.75
-79.68,159.75
27.03,16.54
27.03,16.52
27.03,16.51
27.05,16.41
27.05,16.39
27.17,16.14
27.18,16.12
27.25,16.02
27.64,16.88
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
-79.68,159.75
27.14,16.27
27.12,16.08
27.12,16.12
27.12,15.99
27.15,15.97
27.64,15.9
27.63,15.98
27.62,16.05
27.62,16.05
