,year,id,recclass,mass (g),fall,reclat,reclong,GeoLocation
11759,1866,10176,"Iron, IIIAB",10900.0,Found,38.2,-84.83,"38.2, -84.83"
490,1866,12335,L/LL5,500000.0,Fell,48.9,22.4,"48.9, 22.4"
411,1866,12072,H6,22.0,Fell,18.75,75.33,"18.75, 75.33"
806,1866,18858,H5,350.0,Fell,26.72,82.67,"26.72, 82.67"
165,1866,5252,H5,34000.0,Fell,43.38,-5.15,"43.38, -5.15"
36423,1866,22787,L5,50.0,Found,39.62,-85.45,"39.62, -85.45"
6841,1866,6638,"Iron, ungrouped",280.0,Found,-33.5,-70.5,"-33.5, -70.5"
938,1866,23667,H5,17100.0,Fell,35.17,135.33,"35.17, 135.33"
949,1866,23092,LL6,8300.0,Fell,48.45,3.93,"48.45, 3.93"
37417,1867,23466,"Iron, IIAB",10000.0,Found,36.77,-86.17,"36.77, -86.17"
5004,1867,4894,"Iron, IIG",3630.0,Found,32.63,-85.5,"32.63, -85.5"
972,1867,23778,L5,9000.0,Fell,36.18,5.42,"36.18, 5.42"
5276,1867,5188,"Iron, IIIAB",41400.0,Found,24.5,-104.8,"24.5, -104.8"
5022,1867,4929,"Iron, IAB complex",15.0,Found,-37.57,143.83,"-37.57, 143.83"
5393,1867,5285,"Iron, IIIAB",1545000.0,Found,30.4,-107.8,"30.4, -107.8"
740,1867,18045,H,6510.0,Fell,38.4,140.35,"38.4, 140.35"
473,1867,12296,H6,100.0,Fell,28.02,75.82,"28.02, 75.82"
309,1868,10177,Howardite,650.0,Fell,34.48,-87.83,"34.48, -87.83"
803,1868,18851,L6,96.0,Fell,11.58,104.92,"11.58, 104.92"
736,1868,18030,CO3.4,6000.0,Fell,47.12,6.15,"47.12, 6.15"
12628,1868,10938,Ureilite,2700.0,Found,26.17,90.6,"26.17, 90.6"
224,1868,5513,EL6,1064.0,Fell,-28.2,24.57,"-28.2, 24.57"
654,1868,16762,H4,9150.0,Fell,45.2,8.5,"45.2, 8.5"
26253,1868,16806,"Pallasite, PMG",159000.0,Found,36.93,-87.4,"36.93, -87.4"
932,1868,23626,H5,1708.0,Fell,45.68,15.6,"45.68, 15.6"
225,1868,5514,L6,2000.0,Fell,34.4,-87.07,"34.4, -87.07"
31990,1868,18805,LL5,4300.0,Found,-34.78,144.67,"-34.78, 144.67"
21719,1868,14715,"Iron, IID",3000.0,Found,34.25,-84.5,"34.25, -84.5"
653,1868,16759,H6,1500.0,Fell,26.83,77.33,"26.83, 77.33"
888,1868,23188,L6,4000.0,Fell,43.15,-0.85,"43.15, -0.85"
36742,1868,23123,"Iron, IIAB",7500.0,Found,23.48,-104.37,"23.48, -104.37"
548,1868,14675,Lodranite,1000.0,Fell,29.53,71.8,"29.53, 71.8"
817,1868,18901,H5,250000.0,Fell,52.77,21.27,"52.77, 21.27"
39,1869,2302,Angrite,1500.0,Fell,-22.97,-44.32,"-22.97, -44.32"
1089,1869,30370,L5,250.0,Fell,41.28,-73.82,"41.28, -73.82"
496,1869,12353,LL5,16500.0,Fell,49.33,7.46,"49.33, 7.46"
36733,1869,23112,H5,875.0,Found,40.92,-111.67,"40.92, -111.67"
37717,1869,23716,"Iron, IIIE",43500.0,Found,38.22,-79.05,"38.22, -79.05"
16525,1869,12047,"Iron, IIIAB",175000.0,Found,53.0,-112.0,"53.0, -112.0"
5374,1869,5263,"Iron, IIIAB",113900.0,Found,-45.28,-70.48,"-45.28, -70.48"
557,1869,14753,L6,340.0,Fell,32.03,-84.77,"32.03, -84.77"
997,1869,24011,H6,20000.0,Fell,-7.08,111.53,"-7.08, 111.53"
467,1869,12284,H6,80000.0,Fell,48.12,-3.08,"48.12, -3.08"
37482,1869,23535,"Iron, ungrouped",39000.0,Found,38.67,-120.93,"38.67, -120.93"
374,1869,11878,H5,20000.0,Fell,59.85,17.67,"59.85, 17.67"
684,1870,16935,"Iron, ungrouped",4500.0,Fell,18.68,83.48,"18.68, 83.48"
157,1870,5185,L/LL6,25000.0,Fell,37.98,-1.17,"37.98, -1.17"
390,1870,11992,Diogenite,2000.0,Fell,52.28,7.7,"52.28, 7.7"
16505,1870,12022,"Iron, IIIAB",51700.0,Found,-26.0,-70.0,"-26.0, -70.0"
5470,1870,5366,"Iron, IIAB",1500.0,Found,39.12,-84.5,"39.12, -84.5"
22927,1870,15463,L4,150000.0,Found,33.18,-96.72,"33.18, -96.72"
30962,1871,17981,H4,130.0,Found,49.32,31.52,"49.32, 31.52"
5624,1871,5479,"Iron, IAB?",1500.0,Found,22.0,-80.0,"22.0, -80.0"
859,1871,22641,Diogenite,400.0,Fell,42.3,0.55,"42.3, 0.55"
517,1871,12408,H5,3833.0,Fell,44.28,5.58,"44.28, 5.58"
71,1871,4935,LL6,11500.0,Fell,-6.92,107.6,"-6.92, 107.6"
895,1871,23472,H5,5400.0,Fell,44.37,-69.2,"44.37, -69.2"
16523,1871,12045,"Iron, IVB",12500.0,Found,-20.18,-69.73,"-20.18, -69.73"
738,1872,18034,H6,3400.0,Fell,42.13,12.93,"42.13, 12.93"
36881,1872,23160,"Iron, IIIAB",1316000.0,Found,19.22,-98.3,"19.22, -98.3"
986,1872,23898,L4,28500.0,Fell,58.03,26.95,"58.03, 26.95"
26362,1872,16943,"Iron, IIAB",12500.0,Found,50.97,13.95,"50.97, 13.95"
267,1872,7757,Ureilite,300.0,Fell,26.25,82.0,"26.25, 82.0"
523,1872,12455,CO3.5,51700.0,Fell,47.7,1.07,"47.7, 1.07"
38239,1873,24195,L6,50000.0,Found,39.33,-98.17,"39.33, -98.17"
1056,1873,24185,L6,3600.0,Fell,43.53,22.63,"43.53, 22.63"
5467,1873,5362,"Iron, IIIAB",16220.0,Found,33.5,-85.67,"33.5, -85.67"
416,1873,12085,L5,5900.0,Fell,31.3,72.38,"31.3, 72.38"
469,1873,12288,EL6,13600.0,Fell,29.53,72.3,"29.53, 72.3"
24,1873,462,L6,3200.0,Fell,36.23,37.13,"36.23, 37.13"
37706,1873,23694,"Iron, IIIAB",217000.0,Found,58.62,98.93,"58.62, 98.93"
881,1873,23161,L4,400.0,Fell,-29.2,-51.87,"-29.2, -51.87"
9172,1873,7739,"Iron, IAB-MG",11300.0,Found,35.85,-82.7,"35.85, -82.7"
908,1874,23509,L5,101000.0,Fell,50.62,36.6,"50.62, 36.6"
5275,1874,5182,"Iron, ungrouped",41000.0,Found,38.3,-94.37,"38.3, -94.37"
5278,1874,5190,"Iron, IIIE",2500.0,Found,-25.0,-69.5,"-25.0, -69.5"
171,1874,5291,H5,7300.0,Fell,36.08,-78.07,"36.08, -78.07"
5530,1874,5432,"Iron, IAB-MG",19280.0,Found,-34.97,148.12,"-34.97, 148.12"
466,1874,12282,H5,5000.0,Fell,48.4,-3.3,"48.4, -3.3"
5369,1875,5256,"Iron, IIIAB",8600.0,Found,40.9,-123.1,"40.9, -123.1"
37444,1875,23503,"Iron, IVA",1500.0,Found,-24.55,-69.07,"-24.55, -69.07"
36882,1875,23162,"Iron, IAB-ung",7000000.0,Found,-26.22,-48.6,"-26.22, -48.6"
22931,1875,15472,"Iron, IIAB",14830.0,Found,-23.1,-70.5,"-23.1, -70.5"
45663,1875,30351,"Iron, IAB-MG",3290.0,Found,-32.45,135.55,"-32.45, 135.55"
928,1875,23616,H5,1600.0,Fell,20.92,82.58,"20.92, 82.58"
26397,1875,17001,"Iron, IIAB",300000.0,Found,-23.0,-69.0,"-23.0, -69.0"
296,1875,10080,H4,380.0,Fell,36.88,8.45,"36.88, 8.45"
1109,1875,30413,H5,552.0,Fell,46.93,21.5,"46.93, 21.5"
1627,1875,464,"Iron, IAB complex",192.0,Found,35.75,-81.25,"35.75, -81.25"
668,1875,16892,Eucrite-cm,20.0,Fell,26.98,78.22,"26.98, 78.22"
651,1875,16747,H5,1300.0,Fell,44.6,5.13,"44.6, 5.13"
382,1875,11901,L5,230000.0,Fell,41.8,-91.87,"41.8, -91.87"
38219,1876,24164,"Iron, IIE",70.0,Found,48.63,34.37,"48.63, 34.37"
22895,1876,15408,"Iron, IVA",10300.0,Found,-23.45,-70.12,"-23.45, -70.12"
1046,1876,24154,LL6,1932.0,Fell,46.15,32.83,"46.15, 32.83"
426,1876,12207,H6,680.0,Fell,12.85,76.8,"12.85, 76.8"
26387,1876,16986,Iron,8.0,Found,59.98,117.58,"59.98, 117.58"
5013,1876,4915,"Iron, ungrouped",136000.0,Found,36.3,-82.88,"36.3, -82.88"
857,1876,22637,H6,340.0,Fell,41.08,-86.28,"41.08, -86.28"
952,1876,23712,H5,34000.0,Fell,59.93,14.95,"59.93, 14.95"
862,1876,22773,"Iron, IIIAB",3500.0,Fell,52.77,-2.52,"52.77, -2.52"
221,1877,5500,L/LL4,6000.0,Fell,38.4,-84.25,"38.4, -84.25"
1062,1877,24215,CO3.7,1600.0,Fell,38.68,-91.15,"38.68, -91.15"
26289,1877,16843,OC,5.0,Found,47.28,11.42,"47.28, 11.42"
217,1877,5474,H5,3650.0,Fell,-27.7,27.3,"-27.7, 27.3"
421,1877,12173,Howardite,30.0,Fell,55.7,24.4,"55.7, 24.4"
108,1877,5037,L6,18.0,Fell,20.88,74.83,"20.88, 74.83"
935,1877,23661,LL4,80000.0,Fell,43.67,21.87,"43.67, 21.87"
5394,1877,5286,"Iron, IAB-MG",723.0,Found,37.25,-85.0,"37.25, -85.0"
388,1877,11986,H6,112.0,Fell,50.3,8.92,"50.3, 8.92"
514,1878,12394,OC,399.0,Fell,20.67,-101.28,"20.67, -101.28"
21791,1878,14752,Iron,50.0,Found,-34.67,-59.37,"-34.67, -59.37"
5158,1878,5087,L5,153300.0,Found,29.88,-96.87,"29.88, -96.87"
830,1878,22376,L6,9000.0,Fell,52.98,37.03,"52.98, 37.03"
991,1878,23989,H/L3.6,28000.0,Fell,49.6,17.12,"49.6, 17.12"
45680,1878,30367,"Iron, IIIAB",835.0,Found,40.75,-97.5,"40.75, -97.5"
223,1878,5511,L6,5650.0,Fell,26.92,83.97,"26.92, 83.97"
363,1878,11824,Eucrite-mmict,1000.0,Fell,26.8,82.53,"26.8, 82.53"
610,1878,15489,L6,4000.0,Fell,55.05,12.07,"55.05, 12.07"
985,1879,23897,L6,160000.0,Fell,-25.73,142.95,"-25.73, 142.95"
291,1879,10059,Mesosiderite-A3/4,320000.0,Fell,43.42,-94.83,"43.42, -94.83"
22887,1879,15392,L6,2300.0,Found,-46.32,168.4,"-46.32, 168.4"
1000,1879,24020,H6,900.0,Fell,20.17,-105.22,"20.17, -105.22"
333,1879,10936,H5,1750.0,Fell,50.67,16.77,"50.67, 16.77"
6856,1879,6656,L6,37200.0,Found,39.65,-99.68,"39.65, -99.68"
441,1879,12236,L6,4500.0,Fell,17.83,73.98,"17.83, 73.98"
5707,1879,5509,"Iron, IIIAB",53000.0,Found,34.8,-84.98,"34.8, -84.98"
513,1879,12392,L6,2800.0,Fell,47.08,1.75,"47.08, 1.75"
5364,1879,5246,Iron,41.0,Found,-27.67,-67.12,"-27.67, -67.12"
404,1879,12056,H5,2024.0,Fell,-3.4,-44.33,"-3.4, -44.33"
21634,1879,14647,"Iron, IIAB",1240.0,Found,35.67,-80.25,"35.67, -80.25"
26381,1879,16969,"Iron, IAB-sLL",115.0,Found,48.0,-97.93,"48.0, -97.93"
705,1879,16989,CM2,4000.0,Fell,-32.37,-59.83,"-32.37, -59.83"
26290,1880,16844,L6,4610.0,Found,-34.1,18.47,"-34.1, 18.47"
5501,1880,5402,"Iron, IAB-ung",2300.0,Found,35.3,-81.73,"35.3, -81.73"
21632,1880,14644,"Iron, IAB-MG",4760.0,Found,34.0,-81.25,"34.0, -81.25"
0,1880,1,L5,21.0,Fell,50.78,6.08,"50.78, 6.08"
200,1880,5344,Stone-uncl,72.0,Fell,14.5,76.5,"14.5, 76.5"
975,1880,23789,H5,720.0,Fell,35.38,134.9,"35.38, 134.9"
33,1880,2294,Stone-uncl,2700.0,Fell,26.58,85.57,"26.58, 85.57"
9185,1880,7761,"Pallasite, PES",36000.0,Found,38.62,-84.97,"38.62, -84.97"
840,1880,22398,Stone-uncl,910.0,Fell,52.2,17.98,"52.2, 17.98"
1048,1880,24162,Mesosiderite-B2,54000.0,Fell,35.33,51.63,"35.33, 51.63"
1073,1880,24323,L5,2200.0,Fell,-32.5,23.0,"-32.5, 23.0"
5108,1880,5050,"Iron, IIAB",10841.0,Found,-29.88,150.57,"-29.88, 150.57"
13024,1880,11194,"Iron, IIIAB",5000.0,Found,37.83,-80.32,"37.83, -80.32"
16541,1880,12062,"Iron, IIIAB",58000.0,Found,35.33,-115.32,"35.33, -115.32"
1526,1881,380,"Pallasite, PMG",180000.0,Found,38.7,-96.1,"38.7, -96.1"
619,1881,16632,L6,1600.0,Fell,54.57,-1.17,"54.57, -1.17"
796,1881,18832,H,37.0,Fell,-32.87,18.72,"-32.87, 18.72"
5460,1881,5351,"Iron, IIIAB",43000.0,Found,59.33,-136.0,"59.33, -136.0"
38337,1881,24283,"Iron, IC-an",50000.0,Found,-28.5,27.0,"-28.5, 27.0"
5550,1881,5453,"Iron, IIIAB",35500.0,Found,36.83,-105.23,"36.83, -105.23"
341,1881,11208,L6,8000.0,Fell,46.35,30.58,"46.35, 30.58"
38010,1881,23978,"Iron, IIIAB",62100.0,Found,-25.7,143.05,"-25.7, 143.05"
749,1881,18068,L6,3400.0,Fell,21.05,-99.3,"21.05, -99.3"
311,1882,10836,L5,11620.0,Fell,33.18,130.2,"33.18, 130.2"
36740,1882,23121,"Iron, IAB-ung",5000.0,Found,-23.43,-69.5,"-23.43, -69.5"
634,1882,16709,L5-6,300000.0,Fell,46.8,24.03,"46.8, 24.03"
774,1882,18177,Howardite,2000.0,Fell,52.03,43.0,"52.03, 43.0"
21639,1882,14656,"Iron, IAB-sHH",442.0,Found,35.87,-81.92,"35.87, -81.92"
35842,1882,22389,"Iron, IIIAB",46500.0,Found,24.12,-104.3,"24.12, -104.3"
16384,1882,11880,"Iron, IIAB",60000.0,Found,-33.32,19.62,"-33.32, 19.62"
797,1882,18834,L6,842.0,Fell,25.8,88.45,"25.8, 88.45"
5201,1882,5136,"Pallasite, PMG-an",4300000.0,Found,37.58,-99.16,"37.58, -99.16"
691,1883,16966,LL3.6,1393.0,Fell,-7.45,111.42,"-7.45, 111.42"
942,1883,23081,L6,360.0,Fell,44.75,0.05,"44.75, 0.05"
11651,1883,10037,"Iron, ungrouped",763.0,Found,39.87,-83.95,"39.87, -83.95"
16553,1883,12081,"Iron, IAB-MG",12000.0,Found,37.9,-82.38,"37.9, -82.38"
1520,1883,374,Eucrite-mmict,1.0,Found,36.9,30.68,"36.9, 30.68"
37623,1883,23600,L6,350.7,Found,-31.88,141.2,"-31.88, 141.2"
12646,1883,10955,"Iron, ungrouped",51700.0,Found,42.97,-85.77,"42.97, -85.77"
27,1883,466,L6,228000.0,Fell,45.27,10.15,"45.27, 10.15"
11661,1883,10057,H6,290000.0,Found,33.9,-101.75,"33.9, -101.75"
36890,1883,23172,"Iron, IIAB",162000.0,Found,41.77,-8.58,"41.77, -8.58"
16321,1884,11813,"Iron, ungrouped",24000.0,Found,44.92,-92.43,"44.92, -92.43"
12626,1884,10935,"Pallasite, PMG-an",148000.0,Found,35.6,-105.8,"35.6, -105.8"
5446,1884,5319,"Iron, IIIAB",1207.0,Found,-26.5,-70.25,"-26.5, -70.25"
17265,1884,12174,"Iron, IIIAB",42600.0,Found,35.77,-91.5,"35.77, -91.5"
244,1884,7652,H6,166000.0,Fell,-7.5,111.5,"-7.5, 111.5"
45684,1884,30374,"Iron, IAB-MG",3800000.0,Found,-32.1,117.72,"-32.1, 117.72"
798,1884,18835,H6,1161.0,Fell,29.58,76.0,"29.58, 76.0"
5546,1884,5448,"Iron, IAB complex",1328.0,Found,-26.03,-70.33,"-26.03, -70.33"
17372,1884,12341,"Iron, IIIE",341000.0,Found,-30.55,29.42,"-30.55, 29.42"
22944,1884,15487,"Iron, IIIAB",42900.0,Found,-26.33,-70.28,"-26.33, -70.28"
1021,1884,24094,H4,19860.0,Fell,60.0,5.62,"60.0, 5.62"
37889,1885,23872,"Iron, IIIE",174000.0,Found,34.92,135.97,"34.92, 135.97"
16545,1885,12071,"Iron, IVA",4000.0,Found,46.62,-98.5,"46.62, -98.5"
32063,1885,18903,"Iron, IID",6580.0,Found,-27.15,-69.92,"-27.15, -69.92"
21788,1885,14749,"Iron, IIIAB",20500.0,Found,17.9,-77.63,"17.9, -77.63"
602,1885,15453,"Iron, IAB-sLL",4000.0,Fell,24.68,-101.68,"24.68, -101.68"
31335,1885,18174,"Pallasite, PMG-an",4500.0,Found,51.17,77.33,"51.17, 77.33"
184,1885,5321,L6,1100.0,Fell,27.28,79.05,"27.28, 79.05"
158,1886,5186,"Iron, IIIAB",48500.0,Fell,35.5,-93.5,"35.5, -93.5"
672,1886,16902,H5,4500.0,Fell,12.28,79.2,"12.28, 79.2"
51,1886,2353,H5,2000.0,Fell,43.03,12.55,"43.03, 12.55"
79,1886,4948,LL4,17.0,Fell,52.0,9.1,"52.0, 9.1"
17405,1886,12372,L6,55300.0,Found,-34.15,141.78,"-34.15, 141.78"
35547,1886,22369,"Iron, ungrouped",18200.0,Found,47.0,7.83,"47.0, 7.83"
709,1886,17933,Ureilite,1900.0,Fell,54.82,46.0,"54.82, 46.0"
512,1886,12390,L6,45000.0,Fell,32.03,130.63,"32.03, 130.63"
38059,1886,24025,"Iron, IIIAB",11800.0,Found,39.08,-95.12,"39.08, -95.12"
140,1886,5128,L,762.0,Fell,40.5,-80.08,"40.5, -80.08"
9163,1887,7727,H5,112.0,Found,38.42,-106.58,"38.42, -106.58"
16395,1887,11896,"Iron, IIAB",12200.0,Found,34.37,-85.43,"34.37, -85.43"
16513,1887,12029,"Iron, IIAB",14100.0,Found,36.93,-80.5,"36.93, -80.5"
37620,1887,23597,"Iron, IAB-MG",11600.0,Found,41.23,-104.98,"41.23, -104.98"
16516,1887,12032,H6,15000.0,Found,-38.33,-60.88,"-38.33, -60.88"
1631,1887,470,"Iron, IAB-sHL",4100.0,Found,44.65,-87.47,"44.65, -87.47"
5611,1887,5461,Mesosiderite-A1,48500.0,Found,35.83,-84.92,"35.83, -84.92"
31129,1887,18094,"Iron, IAB complex",19500.0,Found,-26.5,-69.5,"-26.5, -69.5"
5386,1887,5277,"Iron, IAB-sLM",81200.0,Found,31.92,-98.03,"31.92, -98.03"
26179,1887,16750,Mesosiderite-A3,16300.0,Found,36.2,-83.38,"36.2, -83.38"
36813,1887,23131,L6,72.0,Found,29.5,-98.5,"29.5, -98.5"
36741,1887,23122,H4,36000.0,Found,36.0,-119.0,"36.0, -119.0"
229,1887,6621,H6,340.0,Fell,43.0,-80.0,"43.0, -80.0"
114,1887,5043,H4,1900.0,Fell,50.13,27.17,"50.13, 27.17"
32007,1887,18830,H6,13600.0,Found,29.68,-98.92,"29.68, -98.92"
522,1887,12451,L6,372.0,Fell,24.45,78.57,"24.45, 78.57"
17340,1887,12274,"Iron, IAB-ung",21000.0,Found,29.4,-98.5,"29.4, -98.5"
718,1887,17979,H4,500000.0,Fell,57.78,55.27,"57.78, 55.27"
789,1887,18809,H4,500.0,Fell,11.25,108.58,"11.25, 108.58"
38247,1887,24203,"Iron, IAB complex",13600.0,Found,36.63,-83.83,"36.63, -83.83"
26209,1887,16779,"Iron, IIAB",384000.0,Found,39.78,-77.22,"39.78, -77.22"
5074,1888,5003,"Iron, IIIAB",33000.0,Found,24.9,-105.4,"24.9, -105.4"
38004,1888,23973,L6,218.0,Found,33.47,-82.48,"33.47, -82.48"
11761,1888,10179,L6,108.0,Found,38.5,-100.0,"38.5, -100.0"
26147,1888,16693,L6,1224.0,Found,-18.5,-44.0,"-18.5, -44.0"
11627,1888,10013,L6,15200.0,Found,-34.5,144.72,"-34.5, 144.72"
16325,1888,11817,"Iron, IAB complex",2000.0,Found,32.48,4.4,"32.48, 4.4"
38011,1888,23979,"Iron, IIIAB",5500.0,Found,44.75,-77.58,"44.75, -77.58"
38287,1888,24235,"Iron, IIIAB",8200.0,Found,43.02,-79.22,"43.02, -79.22"
37710,1888,23086,"Iron, IIIF",244500.0,Found,37.97,-90.32,"37.97, -90.32"
32008,1888,18833,"Iron, IIAB",6175.0,Found,-17.3,-45.0,"-17.3, -45.0"
5556,1888,5458,"Iron, ungrouped",5560.0,Found,-33.85,148.68,"-33.85, 148.68"
5377,1888,5267,H5,392.0,Found,-24.0,-69.0,"-24.0, -69.0"
17425,1888,12402,"Iron, IIG",27400.0,Found,-19.92,-69.82,"-19.92, -69.82"
5123,1888,5057,"Iron, IAB-sLL",48250.0,Found,51.95,62.2,"51.95, 62.2"
21658,1888,14680,"Iron, IAB-sHL",1400.0,Found,39.42,-79.15,"39.42, -79.15"
621,1889,16634,CM2,8000.0,Fell,48.07,30.97,"48.07, 30.97"
38070,1889,24040,H5,175400.0,Found,30.3,-97.7,"30.3, -97.7"
6894,1889,6697,"Iron, IIIAB",1724.0,Found,33.82,-97.0,"33.82, -97.0"
3416,1889,2292,Iron,1.2,Found,20.58,-104.07,"20.58, -104.07"
16526,1889,12048,"Iron, IVA",1420.0,Found,46.08,-88.56,"46.08, -88.56"
38071,1889,24041,H4,5900.0,Found,30.56,-97.95,"30.56, -97.95"
17343,1889,12280,"Iron, IIIAB",194000.0,Found,38.82,-84.6,"38.82, -84.6"
299,1889,10088,OC,220.0,Fell,36.1,-81.42,"36.1, -81.42"
413,1889,12078,LL6,34000.0,Fell,43.83,20.44,"43.83, 20.44"
12616,1889,10915,H5,147000.0,Found,-30.38,147.2,"-30.38, 147.2"
3433,1889,2317,"Iron, IIIAB",85000.0,Found,17.7,-97.0,"17.7, -97.0"
287,1889,10044,L5,20000.0,Fell,1.17,44.17,"1.17, 44.17"
26157,1889,16710,"Iron, IAB-sLL",1700.0,Found,29.8,-109.67,"29.8, -109.67"
16403,1889,11907,"Iron, IIIAB",1800.0,Found,36.55,-79.78,"36.55, -79.78"
559,1889,14755,L6,11000.0,Fell,56.22,13.03,"56.22, 13.03"
368,1890,11852,"Iron, IAB-sHL",1250.0,Fell,28.95,0.82,"28.95, 0.82"
38232,1890,24182,H4,14000.0,Found,47.92,4.35,"47.92, 4.35"
11756,1890,10173,"Iron, IIIAB",18800.0,Found,38.82,-104.62,"38.82, -104.62"
438,1890,12230,K3,350.0,Fell,12.38,78.52,"12.38, 78.52"
36427,1890,22794,"Iron, IIIAB",237200.0,Found,32.92,-104.67,"32.92, -104.67"
632,1890,16703,H5,5800.0,Fell,56.67,23.0,"56.67, 23.0"
5203,1890,5139,"Iron, IID",13600.0,Found,35.72,-81.87,"35.72, -81.87"
682,1890,16927,CM2,105.0,Fell,21.25,83.67,"21.25, 83.67"
38299,1890,24248,"Iron, IVA",1750.0,Found,35.0,-94.0,"35.0, -94.0"
5006,1890,4898,"Iron, IIIAB",400000.0,Found,48.07,35.08,"48.07, 35.08"
418,1890,12087,"Iron, IIIAB",600000.0,Fell,30.81,109.5,"30.81, 109.5"
26175,1890,16746,H6,295000.0,Found,39.33,-100.07,"39.33, -100.07"
5137,1890,5077,Iron,1400.0,Found,-41.18,148.03,"-41.18, 148.03"
26331,1890,16894,"Iron, IAB-sLL",2000.0,Found,46.98,17.7,"46.98, 17.7"
212,1890,5403,H5,5000.0,Fell,42.53,12.62,"42.53, 12.62"
303,1890,10119,H5,152000.0,Fell,43.25,-93.67,"43.25, -93.67"
37747,1890,23744,"Iron, IIAB",1000.0,Found,34.2,-86.48,"34.2, -86.48"
945,1890,23087,H6,4000.0,Fell,48.02,-1.15,"48.02, -1.15"
37483,1890,23536,"Iron, IVA",22700.0,Found,36.7,137.37,"36.7, 137.37"
292,1890,10074,L5,89400.0,Fell,39.75,-97.03,"39.75, -97.03"
5020,1891,4924,"Iron, IIIAB",3200.0,Found,41.28,-77.05,"41.28, -77.05"
17291,1891,12201,"Iron, IVA",30.0,Found,36.3,-82.47,"36.3, -82.47"
17359,1891,12318,"Iron, ungrouped",12900.0,Found,32.9,-107.73,"32.9, -107.73"
21672,1891,14694,L6,564000.0,Found,39.93,-99.6,"39.93, -99.6"
37915,1891,23903,"Iron, IVB",1980.0,Found,-27.33,-69.8,"-27.33, -69.8"
397,1891,12027,EH4,27000.0,Fell,39.75,46.67,"39.75, 46.67"
11748,1891,10165,"Iron, IIAB",22700.0,Found,36.1,-80.2,"36.1, -80.2"
5370,1891,5257,"Iron, IAB-MG",30000000.0,Found,35.05,-111.03,"35.05, -111.03"
38066,1891,24034,"Iron, IIIAB",22000.0,Found,55.88,89.1,"55.88, 89.1"
349,1891,11440,Stone-uncl,1915.0,Fell,43.77,20.23,"43.77, 20.23"
6824,1892,6620,"Iron, IAB-sLH",26300.0,Found,39.75,-84.17,"39.75, -84.17"
26168,1892,16734,"Iron, IIIF",13200.0,Found,-30.92,151.28,"-30.92, 151.28"
36283,1892,22644,"Iron, IIIAB",86860.0,Found,-22.33,118.0,"-22.33, 118.0"
26177,1892,16748,"Iron, ungrouped",2750.0,Found,62.0,7.67,"62.0, 7.67"
5024,1892,4931,"Iron, IIC",42200.0,Found,-27.7,115.77,"-27.7, 115.77"
348,1892,11439,H6,39000.0,Fell,38.73,-6.02,"38.73, -6.02"
72,1892,4936,L6,15000.0,Fell,27.7,76.33,"27.7, 76.33"
218,1892,5476,H5,167.0,Fell,35.63,-78.13,"35.63, -78.13"
36891,1892,23174,"Iron, IVA",10880.0,Found,36.5,137.0,"36.5, 137.0"
5489,1892,5388,H6,6530.0,Found,-22.57,-70.25,"-22.57, -70.25"
84,1892,4974,H4,21000.0,Fell,45.42,-98.32,"45.42, -98.32"
32027,1893,18850,"Iron, IIIAB",14000.0,Found,41.33,-86.32,"41.33, -86.32"
32051,1893,18882,H3.7,2900.0,Found,39.63,-100.5,"39.63, -100.5"
31010,1893,18032,"Iron, IIIAB",24500.0,Found,39.68,-121.63,"39.68, -121.63"
814,1893,18888,L6,900.0,Fell,39.12,-83.85,"39.12, -83.85"
37688,1893,23675,"Pallasite, PMG",2500.0,Found,41.65,-86.22,"41.65, -86.22"
31987,1893,18796,"Iron, IAB-sLM",5000.0,Found,35.05,-84.23,"35.05, -84.23"
17336,1893,12267,L5,23000.0,Found,32.58,-96.42,"32.58, -96.42"
17370,1893,12339,"Iron, IAB-sHH",490.0,Found,33.5,-114.0,"33.5, -114.0"
1094,1893,30380,L6,3000.0,Fell,55.18,27.92,"55.18, 27.92"
110,1893,5039,L6,100.0,Fell,20.83,71.47,"20.83, 71.47"
90,1893,4986,H5,14000.0,Fell,51.17,-117.33,"51.17, -117.33"
9217,1893,7794,"Iron, IIIAB",27500.0,Found,33.5,-105.5,"33.5, -105.5"
551,1894,14708,L6,25.0,Fell,38.0,-0.83,"38.0, -0.83"
132,1894,5111,L6,8600.0,Fell,21.95,78.03,"21.95, 78.03"
301,1894,10107,L6,17600.0,Fell,47.82,-96.85,"47.82, -96.85"
3452,1894,2333,"Iron, IIE-an",8940.0,Found,44.6,-94.1,"44.6, -94.1"
26364,1894,16946,L6,82000.0,Found,38.5,-99.6,"38.5, -99.6"
5366,1894,5254,"Iron, IIIAB",7030.0,Found,34.2,-84.48,"34.2, -84.48"
889,1894,23190,LL4,2500.0,Fell,47.22,29.87,"47.22, 29.87"
36735,1894,23116,"Iron, IIIAB",6920.0,Found,42.53,-122.88,"42.53, -122.88"
16388,1894,11885,L5,3060.0,Found,40.33,-99.03,"40.33, -99.03"
16556,1894,12083,L4,29600.0,Found,38.77,-100.73,"38.77, -100.73"
858,1895,22640,Stone-uncl,1641.0,Fell,-23.38,150.52,"-23.38, 150.52"
16371,1895,11864,"Iron, IIIAB",270.0,Found,45.0,-114.0,"45.0, -114.0"
31127,1895,18091,L6,896.0,Found,-26.68,-61.08,"-26.68, -61.08"
